11802
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Trente-septième extrait>,<>,<>
je,je,51
fis,faire,19
donc,donc,82
voile,voile,22
vers,vers,81
l',le,71
île,île,22
d',de,81
Elbe,Elbe,20
",",",",p
où,où,60
j',je,51
arrivai,arriver,19
le,le,71
lendemain,lendemain,21
",",",",p
je,je,51
consignai,consigner,19
tout,tout,75
le,le,71
monde,monde,21
à,à,81
bord,bord,21
et,et,82
je,je,51
descendis,descendre,19
seul,seul,30
à,à,81
terre,terre,22
/.,/.,P
comme,comme,83
je,je,51
l',le,52
avais,avoir,18
prévu,prévoir,12
",",",",p
on,on,51
fit,faire,19
quelques,quelque,75
difficultés,difficulté,22
pour,pour,81
m',je,51
introduire,introduire,14
prés,pré,21
du,de,81
du,le,71
grand,grand,30
maréchal,maréchal,21
;,;,p
mais,mais,82
je,je,51
lui,lui,51
envoyai,envoyer,19
la,le,71
bague,bague,22
qui,qui,52
devait,devoir,18
me,je,51
servir,servir,14
de,de,81
signe,signe,21
de,de,81
reconnaissance,reconnaissance,22
",",",",p
et,et,82
toutes,tout,75
les,le,71
portes,porte,22
s',se,51
ouvrirent,ouvrir,19
devant,devant,81
moi,moi,51
/.,/.,P
il,il,51
me,je,51
reçut,recevoir,19
",",",",p
m',je,51
interrogea,interroger,19
sur,sur,81
les,le,71
dernières,dernier,30
circonstances,circonstance,22
de,de,81
la,le,71
mort,mort,22
du,de,81
du,le,71
malheureux,malheureux,30
Leclère,Leclère,20
",",",",p
et,et,82
",",",",p
comme,comme,83
celui-ci,celui-ci,52
l',le,52
avait,avoir,18
prévu,prévoir,12
",",",",p
il,il,51
me,je,51
remit,remettre,19
une,un,71
lettre,lettre,22
qu',que,52
il,il,51
me,je,51
chargea,charger,19
de,de,81
porter,porter,14
en,en,81
personne,personne,22
à,à,81
Paris,Paris,20
/.,/.,P
je,je,51
le,le,52
lui,lui,51
promis,promettre,19
",",",",p
car,car,82
c',ce,52
était,être,18
accomplir,accomplir,14
les,le,71
dernières,dernier,30
volontés,volonté,22
de,de,81
mon,mon,73
capitaine,capitaine,21
/.,/.,P
je,je,51
descendis,descendre,19
à,à,81
terre,terre,22
",",",",p
je,je,51
réglai,régler,19
rapidement,rapidement,60
toutes,tout,75
les,le,71
affaires,affaire,22
de,de,81
bord,bord,21
;,;,p
puis,puis,60
je,je,51
courus,courir,19
voir,voir,14
ma,mon,73
fiancée,fiancée,22
",",",",p
que,que,52
je,je,51
retrouvai,retrouver,19
plus,plus,60
belle,beau,30
et,et,82
plus,plus,60
aimante,aimant,30
que,que,83
jamais,jamais,60
/.,/.,P
grâce,grâce,22
à,à,81
monsieur,monsieur,21
Morrel,Morrel,20
",",",",p
nous,nous,51
passâmes,passer,19
par-dessus,par-dessus,60
toutes,tout,52
les,le,71
difficultés,difficulté,22
ecclésiastiques,ecclésiastique,30
;,;,p
enfin,enfin,60
",",",",p
monsieur,monsieur,21
",",",",p
j',je,51
assistais,assister,18
",",",",p
comme,comme,83
je,je,51
vous,vous,51
l',le,52
ai,avoir,17
dit,dire,12
",",",",p
au,à,81
au,le,71
repas,repas,21
de,de,81
mes,mon,73
fiançailles,fiançaille,22
",",",",p
j',je,51
allais,aller,18
me,je,51
marier,marier,14
dans,dans,81
une,un,71
heure,heure,22
",",",",p
et,et,82
je,je,51
comptais,compter,18
partir,partir,14
demain,demain,60
pour,pour,81
Paris,Paris,20
",",",",p
lorsque,lorsque,83
",",",",p
sur,sur,81
cette,ce,74
dénonciation,dénonciation,22
que,que,52
vous,vous,51
paraissez,paraître,17
maintenant,maintenant,60
mépriser,mépriser,14
autant,autant,60
que,que,83
moi,moi,51
",",",",p
je,je,51
fus,être,19
arrêté,arrêter,12
/.,/.,P
-,-,p
oui,oui,60
",",",",p
oui,oui,60
",",",",p
murmura,murmurer,19
Villefort,Villefort,20
",",",",p
tout,tout,75
cela,cela,52
me,je,51
paraît,paraître,17
être,être,14
la,le,71
vérité,vérité,22
",",",",p
et,et,82
",",",",p
si,si,83
vous,vous,51
êtes,être,17
coupable,coupable,30
",",",",p
c',ce,52
est,être,17
imprudence,imprudence,22
;,;,p
encore,encore,60
cette,ce,74
imprudence,imprudence,22
était,être,18
elle,il,51
légitimée,légitimer,12
par,par,81
les,le,71
ordres,ordre,21
de,de,81
votre,votre,73
capitaine,capitaine,21
/.,/.,P
rendez,rendre,17
nous,nous,51
cette,ce,74
lettre,lettre,22
qu',que,52
on,on,51
vous,vous,51
a,avoir,17
remise,remettre,12
à,à,81
l',le,71
île,île,22
d',de,81
Elbe,Elbe,20
",",",",p
donnez,donner,17
moi,moi,51
votre,votre,73
parole,parole,22
de,de,81
vous,vous,51
représenter,représenter,14
à,à,81
la,le,71
première,premier,72
réquisition,réquisition,22
",",",",p
et,et,82
allez,aller,17
rejoindre,rejoindre,14
vos,votre,73
amis,ami,21
/.,/.,P
-,-,p
ainsi,ainsi,60
je,je,51
suis,être,17
libre,libre,30
",",",",p
monsieur,monsieur,21
!,!,p
s',se,51
écria,écrier,19
Dantès,Dantès,20
au,à,81
au,le,71
comble,comble,21
de,de,81
la,le,71
joie,joie,22
/.,/.,P
-,-,p
oui,oui,60
",",",",p
seulement,seulement,60
donnez,donner,17
moi,moi,51
cette,ce,74
lettre,lettre,22
/.,/.,P
-,-,p
elle,il,51
doit,devoir,17
être,être,14
devant,devant,81
vous,vous,51
",",",",p
monsieur,monsieur,21
;,;,p
car,car,82
on,on,51
me,je,51
l',le,52
a,avoir,17
prise,prendre,12
avec,avec,81
mes,mon,73
autres,autre,75
papiers,papier,21
",",",",p
et,et,82
j',je,51
en,en,52
reconnais,reconnaître,17
quelques-uns,quelqu'un,52
dans,dans,81
cette,ce,74
liasse,liasse,22
/.,/.,P
-,-,p
attendez,attendre,17
",",",",p
dit,dire,19
le,le,71
substitut,substitut,21
à,à,81
Dantès,Dantès,20
",",",",p
qui,qui,52
prenait,prendre,18
ses,son,73
gants,gant,21
et,et,82
son,son,73
chapeau,chapeau,21
",",",",p
attendez,attendre,17
;,;,p
à,à,81
qui,qui,52
est,être,17
elle,il,51
adressée,adresser,12
/?,/?,P
à,à,81
monsieur,monsieur,21
Noirtier,Noirtier,20
",",",",p
rue,rue,22
Coq-Héron,Coq Héron,20
",",",",p
à,à,81
Paris,Paris,20
/.,/.,P
“,“,p
la,le,71
foudre,foudre,22
tombée,tombé,31
sur,sur,81
Villefort,Villefort,20
ne,ne,60
l',le,52
eût,avoir,19
point,point,60
frappé,frapper,12
d',de,81
un,un,71
coup,coup,21
plus,plus,60
rapide,rapide,30
et,et,82
plus,plus,60
imprévu,imprévu,30
;,;,p
il,il,51
retomba,retomber,19
sur,sur,81
son,son,73
fauteuil,fauteuil,21
",",",",p
d',de,81
où,où,60
il,il,51
s',se,51
était,être,18
levé,lever,12
à,à,81
demi,demi,30
pour,pour,81
atteindre,atteindre,14
la,le,71
liasse,liasse,22
de,de,81
papiers,papier,21
saisis,saisi,31
sur,sur,81
Dantès,Dantès,20
",",",",p
et,et,82
",",",",p
la,le,52
feuilletant,feuilleter,13
précipitamment,précipitamment,60
",",",",p
il,il,51
en,en,52
tira,tirer,19
la,le,71
lettre,lettre,22
fatale,fatal,30
",",",",p
sur,sur,81
laquelle,lequel,52
il,il,51
jeta,jeter,19
un,un,71
regard,regard,21
empreint,empreint,31
d',de,81
une,un,71
indicible,indicible,30
terreur,terreur,22
/.,/.,P
“,“,p
monsieur,monsieur,21
Noirtier,Noirtier,20
",",",",p
rue,rue,22
Coq-Héron,Coq Héron,20
",",",",p
no,no,92
<Nombre 13>,<>,<>
treize,treize,72
<Fin nombre>,<>,<>
",",",",p
murmura,murmurer,19
t,t,94
il,il,51
en,en,81
pâlissant,pâlir,13
de,de,81
plus,plus,60
en,en,81
plus,plus,60
/.,/.,P
-,-,p
oui,oui,60
",",",",p
monsieur,monsieur,21
",",",",p
répondit,répondre,19
Dantès,Dantès,20
étonné,étonné,31
",",",",p
le,le,52
connaissez,connaître,17
vous,vous,51
/?,/?,P
non,non,60
",",",",p
répondit,répondre,19
vivement,vivement,60
Villefort,Villefort,20
:,:,p
un,un,71
fidèle,fidèle,30
serviteur,serviteur,21
du,de,81
du,le,71
roi,roi,21
ne,ne,60
connaît,connaître,17
pas,pas,60
les,le,71
conspirateurs,conspirateur,21
/.,/.,P
-,-,p
il,il,51
s',se,51
agit,agir,17
donc,donc,82
d',de,81
une,un,71
conspiration,conspiration,22
?,?,p
demanda,demander,19
Dantès,Dantès,20
",",",",p
qui,qui,52
commençait,commencer,18
",",",",p
après,après,81
s',se,51
être,être,14
cru,croire,12
libre,libre,30
",",",",p
à,à,81
reprendre,reprendre,14
une,un,71
terreur,terreur,22
plus,plus,60
grande,grand,30
que,que,83
la,le,71
première,premier,72
/.,/.,P
en,en,81
tout,tout,75
cas,cas,21
",",",",p
monsieur,monsieur,21
",",",",p
je,je,51
vous,vous,51
l',le,52
ai,avoir,17
dit,dire,12
",",",",p
j',je,51
ignorais,ignorer,18
complètement,complètement,60
le,le,71
contenu,contenu,21
de,de,81
la,le,71
dépêche,dépêche,22
dont,dont,52
j',je,51
étais,être,18
porteur,porteur,30
/.,/.,P
-,-,p
oui,oui,60
",",",",p
reprit,reprendre,19
Villefort,Villefort,20
d',de,81
une,un,71
voix,voix,22
sourde,sourd,30
;,;,p
mais,mais,82
vous,vous,51
savez,savoir,17
le,le,71
nom,nom,21
de,de,81
celui,celui,52
à,à,81
qui,qui,52
elle,il,51
était,être,18
adressée,adresser,12
/!,/!,P
pour,pour,81
la,le,52
lui,lui,51
remettre,remettre,14
à,à,81
lui-même,lui-même,51
",",",",p
monsieur,monsieur,21
",",",",p
il,il,51
fallait,falloir,18
bien,bien,60
que,que,83
je,je,51
le,le,52
susse,savoir,18
/.,/.,P
-,-,p
et,et,82
vous,vous,51
n',ne,60
avez,avoir,17
montré,montrer,12
cette,ce,74
lettre,lettre,22
à,à,81
personne,personne,52
?,?,p
dit,dire,19
Villefort,Villefort,20
tout,tout,60
en,en,81
lisant,lire,13
et,et,82
pâlissant,pâlir,13
",",",",p
à,à,81
mesure,mesure,22
qu',que,83
il,il,51
lisait,lire,18
/.,/.,P
-,-,p
à,à,81
personne,personne,52
",",",",p
monsieur,monsieur,21
",",",",p
sur,sur,81
l',le,71
honneur,honneur,21
/!,/!,P
tout,tout,75
le,le,71
monde,monde,21
ignore,ignorer,17
que,que,83
vous,vous,51
étiez,être,18
porteur,porteur,30
d',de,81
une,un,71
lettre,lettre,22
venant,venir,13
de,de,81
l',le,71
île,île,22
d',de,81
Elbe,Elbe,20
et,et,82
adressée,adressé,31
à,à,81
monsieur,monsieur,21
Noirtier,Noirtier,20
/?,/?,P
tout,tout,75
le,le,71
monde,monde,21
",",",",p
monsieur,monsieur,21
",",",",p
excepté,excepté,81
celui,celui,52
qui,qui,52
me,je,51
l',le,52
a,avoir,17
remise,remettre,12
/.,/.,P
-,-,p
c',ce,52
est,être,17
trop,trop,60
",",",",p
c',ce,52
est,être,17
encore,encore,60
trop,trop,60
!,!,p
murmura,murmurer,19
Villefort,Villefort,20
/.,/.,P
le,le,71
front,front,21
de,de,81
Villefort,Villefort,20
s',se,51
obscurcissait,obscurcir,18
de,de,81
plus,plus,60
en,en,81
plus,plus,60
à,à,81
mesure,mesure,22
qu',que,83
il,il,51
avançait,avancer,18
vers,vers,81
la,le,71
fin,fin,22
;,;,p
ses,son,73
lèvres,lèvre,22
blanches,blanc,30
",",",",p
ses,son,73
mains,main,22
tremblantes,tremblant,30
",",",",p
ses,son,73
yeux,oeil,21
ardents,ardent,30
faisaient,faire,18
passer,passer,14
dans,dans,81
l',le,71
esprit,esprit,21
de,de,81
Dantès,Dantès,20
les,le,71
plus,plus,60
douloureuses,douloureux,30
appréhensions,appréhension,22
/.,/.,P
après,après,81
cette,ce,74
lecture,lecture,22
",",",",p
Villefort,Villefort,20
laissa,laisser,19
tomber,tomber,14
sa,son,73
tête,tête,22
dans,dans,81
ses,son,73
mains,main,22
",",",",p
et,et,82
demeura,demeurer,19
un,un,71
instant,instant,21
accablé,accablé,31
/.,/.,P
“,“,p
o,oh,93
mon,mon,73
dieu,dieu,21
!,!,p
qu',que,52
y,y,52
a,avoir,17
t,t,94
il,il,51
donc,donc,82
",",",",p
monsieur,monsieur,21
?,?,p
demanda,demander,19
timidement,timidement,60
Dantès,Dantès,20
/.,/.,P
Villefort,Villefort,20
ne,ne,60
répondit,répondre,19
pas,pas,60
;,;,p
mais,mais,82
au,à,81
au,le,71
bout,bout,21
de,de,81
quelques,quelque,75
instants,instant,21
",",",",p
il,il,51
releva,relever,19
sa,son,73
tête,tête,22
pâle,pâle,30
et,et,82
décomposée,décomposé,31
",",",",p
et,et,82
relut,relire,19
une,un,71
seconde,second,72
fois,fois,22
la,le,71
lettre,lettre,22
/.,/.,P
“,“,p
et,et,82
vous,vous,51
dites,dire,17
que,que,83
vous,vous,51
ne,ne,60
savez,savoir,17
pas,pas,60
ce,ce,52
que,que,52
contenait,contenir,18
cette,ce,74
lettre,lettre,22
?,?,p
reprit,reprendre,19
Villefort,Villefort,20
/.,/.,P
-,-,p
sur,sur,81
l',le,71
honneur,honneur,21
",",",",p
je,je,51
le,le,52
répète,répéter,17
",",",",p
monsieur,monsieur,21
",",",",p
dit,dire,19
Dantès,Dantès,20
",",",",p
je,je,51
l',le,52
ignore,ignorer,17
/.,/.,P
mais,mais,82
qu',que,52
avez,avoir,17
vous,vous,51
vous-même,vous-même,51
",",",",p
mon,mon,73
dieu,dieu,21
!,!,p
vous,vous,51
allez,aller,17
vous,vous,51
trouver,trouver,14
mal,mal,60
;,;,p
voulez,vouloir,17
vous,vous,51
que,que,83
je,je,51
sonne,sonner,17
",",",",p
voulez,vouloir,17
vous,vous,51
que,que,83
j',je,51
appelle,appeler,17
/?,/?,P
non,non,60
",",",",p
monsieur,monsieur,21
",",",",p
dit,dire,19
Villefort,Villefort,20
en,en,81
se,se,51
levant,lever,13
vivement,vivement,60
",",",",p
ne,ne,60
bougez,bouger,17
pas,pas,60
",",",",p
ne,ne,60
dites,dire,17
pas,pas,60
un,un,71
mot,mot,21
:,:,p
c',ce,52
est,être,17
à,à,81
moi,moi,51
à,à,81
donner,donner,14
des,de,81
des,le,71
ordres,ordre,21
ici,ici,60
",",",",p
et,et,82
non,non,60
pas,pas,60
à,à,81
vous,vous,51
/.,/.,P
-,-,p
monsieur,monsieur,21
",",",",p
dit,dire,19
Dantès,Dantès,20
blessé,blessé,31
",",",",p
c',ce,52
était,être,18
pour,pour,81
venir,venir,14
à,à,81
votre,votre,73
aide,aide,22
",",",",p
voilà,voilà,81
tout,tout,52
/.,/.,P
-,-,p
je,je,51
n',ne,60
ai,avoir,17
besoin,besoin,21
de,de,81
rien,rien,52
;,;,p
un,un,71
éblouissement,éblouissement,21
passager,passager,30
",",",",p
voilà,voilà,81
tout,tout,52
:,:,p
occupez,occuper,17
vous,vous,51
de,de,81
vous,vous,51
et,et,82
non,non,60
de,de,81
moi,moi,51
",",",",p
répondez,répondre,17
/.,/.,P
“,“,p
Dantès,Dantès,20
attendit,attendre,19
l',le,71
interrogatoire,interrogatoire,21
qu',que,52
annonçait,annoncer,18
cette,ce,74
demande,demande,22
",",",",p
mais,mais,82
inutilement,inutilement,60
:,:,p
Villefort,Villefort,20
retomba,retomber,19
sur,sur,81
son,son,73
fauteuil,fauteuil,21
",",",",p
passa,passer,19
une,un,71
main,main,22
glacée,glacé,31
sur,sur,81
son,son,73
front,front,21
ruisselant,ruisselant,30
de,de,81
sueur,sueur,22
",",",",p
et,et,82
pour,pour,81
la,le,71
troisième,troisième,72
fois,fois,22
se,se,51
mit,mettre,19
à,à,81
relire,relire,14
la,le,71
lettre,lettre,22
/.,/.,P
“,“,p
oh,oh,93
!,!,p
s',si,83
il,il,51
sait,savoir,17
ce,ce,52
que,que,52
contient,contenir,17
cette,ce,74
lettre,lettre,22
",",",",p
murmura,murmurer,19
t,t,94
il,il,51
",",",",p
et,et,82
qu',que,83
il,il,51
apprenne,apprendre,17
jamais,jamais,60
que,que,83
Noirtier,Noirtier,20
est,être,17
le,le,71
père,père,21
de,de,81
Villefort,Villefort,20
",",",",p
je,je,51
suis,être,17
perdu,perdre,12
",",",",p
perdu,perdre,12
à,à,81
jamais,jamais,60
/!,/!,P
et,et,82
de,de,81
temps,temps,21
en,en,81
temps,temps,21
il,il,51
regardait,regarder,18
Edmond,Edmond,20
",",",",p
comme,comme,83
si,si,83
son,son,73
regard,regard,21
eût,avoir,19
pu,pouvoir,12
briser,briser,14
cette,ce,74
barrière,barrière,22
invisible,invisible,30
qui,qui,52
enferme,enfermer,17
dans,dans,81
le,le,71
coeur,coeur,21
les,le,71
secrets,secret,21
que,que,52
garde,garder,17
la,le,71
bouche,bouche,22
/.,/.,P
“,“,p
oh,oh,93
!,!,p
n',ne,60
en,en,52
doutons,douter,17
plus,plus,60
!,!,p
s',se,51
écria,écrier,19
t,t,94
il,il,51
tout,tout,60
à,à,81
coup,coup,21
/.,/.,P
-,-,p
mais,mais,82
",",",",p
au,à,81
au,le,71
nom,nom,21
du,de,81
du,le,71
ciel,ciel,21
",",",",p
monsieur,monsieur,21
!,!,p
s',se,51
écria,écrier,19
le,le,71
malheureux,malheureux,30
jeune,jeune,30
homme,homme,21
",",",",p
si,si,83
vous,vous,51
doutez,douter,17
de,de,81
moi,moi,51
",",",",p
si,si,83
vous,vous,51
me,je,51
soupçonnez,soupçonner,17
",",",",p
interrogez,interroger,17
moi,moi,51
",",",",p
et,et,82
je,je,51
suis,être,17
prêt,prêt,30
à,à,81
vous,vous,51
répondre,répondre,14
/.,/.,P
“,“,p
Villefort,Villefort,20
fit,faire,19
sur,sur,81
lui-même,lui-même,51
un,un,71
effort,effort,21
violent,violent,30
",",",",p
et,et,82
d',de,81
un,un,71
ton,ton,21
qu',que,52
il,il,51
voulait,vouloir,18
rendre,rendre,14
assuré,assuré,31
:,:,p
“,“,p
monsieur,monsieur,21
",",",",p
dit,dire,19
il,il,51
",",",",p
les,le,71
charges,charge,22
les,le,71
plus,plus,60
graves,grave,30
résultent,résulter,17
pour,pour,81
vous,vous,51
de,de,81
votre,votre,73
interrogatoire,interrogatoire,21
",",",",p
je,je,51
ne,ne,60
suis,être,17
donc,donc,82
pas,pas,60
le,le,71
maître,maître,21
comme,comme,83
je,je,51
l',le,52
avais,avoir,18
espéré,espérer,12
d'abord,d'abord,60
",",",",p
de,de,81
vous,vous,51
rendre,rendre,14
à,à,81
l',le,71
instant,instant,21
même,même,30
la,le,71
liberté,liberté,22
;,;,p
je,je,51
dois,devoir,17
",",",",p
avant,avant,81
de,de,81
prendre,prendre,14
une,un,71
pareille,pareil,30
mesure,mesure,22
",",",",p
consulter,consulter,14
le,le,71
juge,juge,21
d',de,81
instruction,instruction,22
/.,/.,P
en,en,81
attendant,attendre,13
",",",",p
vous,vous,51
avez,avoir,17
vu,voir,12
de,de,81
quelle,quel,75
façon,façon,22
j',je,51
en,en,52
ai,avoir,17
agi,agir,12
envers,envers,81
vous,vous,51
/.,/.,P
-,-,p
oh,oh,93
!,!,p
oui,oui,60
",",",",p
monsieur,monsieur,21
",",",",p
s',se,51
écria,écrier,19
Dantès,Dantès,20
",",",",p
et,et,82
je,je,51
vous,vous,51
remercie,remercier,17
",",",",p
car,car,82
vous,vous,51
avez,avoir,17
été,être,12
pour,pour,81
moi,moi,51
bien,bien,60
plutôt,plutôt,60
un,un,71
ami,ami,21
qu',que,83
un,un,71
juge,juge,21
/.,/.,P
-,-,p
eh,eh,93
bien,bien,60
",",",",p
monsieur,monsieur,21
",",",",p
je,je,51
vais,aller,17
vous,vous,51
retenir,retenir,14
quelque,quelque,75
temps,temps,21
encore,encore,60
prisonnier,prisonnier,30
",",",",p
le,le,71
moins,moins,60
longtemps,longtemps,60
que,que,83
je,je,51
pourrai,pouvoir,15
;,;,p
la,le,71
principale,principal,30
charge,charge,22
qui,qui,52
existe,exister,17
contre,contre,81
vous,vous,51
",",",",p
c',ce,52
est,être,17
cette,ce,74
lettre,lettre,22
",",",",p
et,et,82
vous,vous,51
voyez,voir,17
/…,/…,P
“,“,p
Villefort,Villefort,20
s',se,51
approcha,approcher,19
de,de,81
la,le,71
cheminée,cheminée,22
",",",",p
la,le,52
jeta,jeter,19
dans,dans,81
le,le,71
feu,feu,21
",",",",p
et,et,82
demeura,demeurer,19
jusqu',jusque,81
à,à,81
ce,ce,52
qu',que,52
elle,il,51
fût,être,19
réduite,réduire,12
en,en,81
cendres,cendre,22
/.,/.,P
“,“,p
et,et,82
vous,vous,51
voyez,voir,17
",",",",p
continua,continuer,19
t,t,94
il,il,51
",",",",p
je,je,51
l',le,52
anéantis,anéantir,17
/.,/.,P
-,-,p
oh,oh,93
!,!,p
s',se,51
écria,écrier,19
Dantès,Dantès,20
",",",",p
monsieur,monsieur,21
",",",",p
vous,vous,51
êtes,être,17
plus,plus,60
que,que,83
la,le,71
justice,justice,22
",",",",p
vous,vous,51
êtes,être,17
la,le,71
bonté,bonté,22
/!,/!,P
mais,mais,82
",",",",p
écoutez,écouter,17
moi,moi,51
",",",",p
poursuivit,poursuivre,19
Villefort,Villefort,20
",",",",p
après,après,81
un,un,71
pareil,pareil,30
acte,acte,21
",",",",p
vous,vous,51
comprenez,comprendre,17
que,que,83
vous,vous,51
pouvez,pouvoir,17
avoir,avoir,14
confiance,confiance,22
en,en,81
moi,moi,51
",",",",p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
/?,/?,P
o,oh,93
monsieur,monsieur,21
!,!,p
ordonnez,ordonner,17
et,et,82
je,je,51
suivrai,suivre,15
vos,votre,73
ordres,ordre,21
/.,/.,P
-,-,p
non,non,60
",",",",p
dit,dire,19
Villefort,Villefort,20
en,en,81
s',se,51
approchant,approcher,13
du,de,81
du,le,71
jeune,jeune,30
homme,homme,21
",",",",p
non,non,60
",",",",p
ce,ce,52
ne,ne,60
sont,être,17
pas,pas,60
des,de,81
des,le,71
ordres,ordre,21
que,que,52
je,je,51
veux,vouloir,17
vous,vous,51
donner,donner,14
;,;,p
vous,vous,51
le,le,52
comprenez,comprendre,17
",",",",p
ce,ce,52
sont,être,17
des,de,81
des,le,71
conseils,conseil,21
/.,/.,P
-,-,p
dites,dire,17
",",",",p
et,et,82
je,je,51
m',je,51
y,y,52
conformerai,conformer,15
comme,comme,83
à,à,81
des,de,81
des,le,71
ordres,ordre,21
/.,/.,P
-,-,p
je,je,51
vais,aller,17
vous,vous,51
garder,garder,14
jusqu',jusque,81
au,à,81
au,le,71
soir,soir,21
ici,ici,60
",",",",p
au,à,81
au,le,71
palais,palais,21
de,de,81
justice,justice,22
;,;,p
peut-être,peut-être,60
qu',que,83
un,un,71
autre,autre,52
que,que,83
moi,moi,51
viendra,venir,15
vous,vous,51
interroger,interroger,14
:,:,p
dites,dire,17
tout,tout,52
ce,ce,52
que,que,52
vous,vous,51
m',je,51
avez,avoir,17
dit,dire,12
",",",",p
mais,mais,82
pas,pas,60
un,un,71
mot,mot,21
de,de,81
cette,ce,74
lettre,lettre,22
/.,/.,P
-,-,p
je,je,51
vous,vous,51
le,le,52
promets,promettre,17
",",",",p
monsieur,monsieur,21
/.,/.,P
“,“,p
c',ce,52
était,être,18
Villefort,Villefort,20
qui,qui,52
semblait,sembler,18
supplier,supplier,14
",",",",p
c',ce,52
était,être,18
le,le,71
prévenu,prévenu,21
qui,qui,52
rassurait,rassurer,18
le,le,71
juge,juge,21
/.,/.,P
“,“,p
vous,vous,51
comprenez,comprendre,17
",",",",p
dit,dire,19
il,il,51
en,en,81
jetant,jeter,13
un,un,71
regard,regard,21
sur,sur,81
les,le,71
cendres,cendre,22
",",",",p
qui,qui,52
conservaient,conserver,18
encore,encore,60
la,le,71
forme,forme,22
du,de,81
du,le,71
papier,papier,21
",",",",p
et,et,82
qui,qui,52
voltigeaient,voltiger,18
au-dessus,au-dessus,60
des,de,81
des,le,71
flammes,flamme,22
:,:,p
maintenant,maintenant,60
",",",",p
cette,ce,74
lettre,lettre,22
est,être,17
anéantie,anéantir,12
",",",",p
vous,vous,51
et,et,82
moi,moi,51
savons,savoir,17
seuls,seul,30
qu',que,83
elle,il,51
a,avoir,17
existé,exister,12
;,;,p
on,on,51
ne,ne,60
vous,vous,51
la,le,52
représentera,représenter,15
point,point,60
:,:,p
niez,nier,17
la,le,52
donc,donc,82
si,si,83
l',l',94
on,on,51
vous,vous,51
en,en,52
parle,parler,17
",",",",p
niez,nier,17
la,le,52
hardiment,hardiment,60
et,et,82
vous,vous,51
êtes,être,17
sauvé,sauver,12
/.,/.,P
-,-,p
je,je,51
nierai,nier,15
",",",",p
monsieur,monsieur,21
",",",",p
soyez,être,17
tranquille,tranquille,30
",",",",p
dit,dire,19
Dantès,Dantès,20
/.,/.,P
-,-,p
bien,bien,60
",",",",p
bien,bien,60
!,!,p
dit,dire,19
Villefort,Villefort,20
en,en,81
portant,porter,13
la,le,71
main,main,22
au,à,81
au,le,71
cordon,cordon,21
d',de,81
une,un,71
sonnette,sonnette,22
/.,/.,P
puis,puis,60
s',se,51
arrêtant,arrêter,13
au,à,81
au,le,71
moment,moment,21
de,de,81
sonner,sonner,14
:,:,p
“,“,p
c',ce,52
était,être,18
la,le,71
seule,seul,30
lettre,lettre,22
que,que,52
vous,vous,51
eussiez,avoir,18
?,?,p
dit,dire,19
il,il,51
/.,/.,P
-,-,p
la,le,71
seule,seul,30
/.,/.,P
-,-,p
faites,faire,17
en,en,81
serment,serment,21
/.,/.,P
“,“,p
Dantès,Dantès,20
étendit,étendre,19
la,le,71
main,main,22
/.,/.,P
“,“,p
je,je,51
le,le,52
jure,jurer,17
“,“,p
",",",",p
dit,dire,19
il,il,51
/.,/.,P
Villefort,Villefort,20
sonna,sonner,19
/.,/.,P
le,le,71
commissaire,commissaire,21
de,de,81
police,police,22
entra,entrer,19
/.,/.,P
Villefort,Villefort,20
s',se,51
approcha,approcher,19
de,de,81
l',le,71
officier,officier,21
public,public,30
et,et,82
lui,lui,51
dit,dire,19
quelques,quelque,75
mots,mot,21
à,à,81
l',le,71
oreille,oreille,22
;,;,p
le,le,71
commissaire,commissaire,21
répondit,répondre,19
par,par,81
un,un,71
simple,simple,30
signe,signe,21
de,de,81
tête,tête,22
/.,/.,P
“,“,p
suivez,suivre,17
monsieur,monsieur,21
“,“,p
",",",",p
dit,dire,19
Villefort,Villefort,20
à,à,81
Dantès,Dantès,20
/.,/.,P
Dantès,Dantès,20
s',se,51
inclina,incliner,19
",",",",p
jeta,jeter,19
un,un,71
dernier,dernier,30
regard,regard,21
de,de,81
reconnaissance,reconnaissance,22
à,à,81
Villefort,Villefort,20
et,et,82
sortit,sortir,19
/.,/.,P
à,à,81
peine,peine,22
la,le,71
porte,porte,22
fut,être,19
elle,il,51
refermée,refermer,12
derrière,derrière,81
lui,lui,51
que,que,83
les,le,71
forces,force,22
manquèrent,manquer,19
à,à,81
Villefort,Villefort,20
",",",",p
et,et,82
qu',que,83
il,il,51
tomba,tomber,19
presque,presque,60
évanoui,évanoui,31
sur,sur,81
un,un,71
fauteuil,fauteuil,21
/.,/.,P
puis,puis,60
",",",",p
au,à,81
au,le,71
bout,bout,21
d',de,81
un,un,71
instant,instant,21
:,:,p
“,“,p
o,oh,93
mon,mon,73
dieu,dieu,21
!,!,p
murmura,murmurer,19
t,t,94
il,il,51
",",",",p
à,à,81
quoi,quoi,52
tiennent,tenir,17
la,le,71
vie,vie,22
et,et,82
la,le,71
fortune,fortune,22
!,!,p
/…,/…,P
si,si,83
le,le,71
procureur,procureur,21
du,de,81
du,le,71
roi,roi,21
eût,avoir,19
été,être,12
à,à,81
Marseille,Marseille,20
",",",",p
si,si,83
